car,model,price,body,mileage,engV,engType,PurchaseYear,drive,PurchaseMonth
Mercedes-Benz,E-Class,3900,sedan,111,2.5,Diesel,1989,rear,May
Mitsubishi,Lancer,6400,sedan,127,1.6,Petrol,2006,front,Jun
Kia,Sportage,17700,crossover,50,2,Petrol,2012,front,Jul
VAZ,2109,1850,hatch,50,1.5,Petrol,1992,front,Aug
Hyundai,i20,8700,other,62,1.25,Petrol,2013,front,Sep
Opel,Omega,7300,vagon,280,2.5,Diesel,2003,rear,Oct
Mitsubishi,Lancer,8000,sedan,119,1.65,Petrol,2007,front,Nov
BMW,330,8200,sedan,259,3,Diesel,2001,rear,Dec
Mercedes-Benz,Vito ïàññ.,7700,van,290,2.2,Diesel,2004,rear,Jan
Suzuki,Kizashi,6400,sedan,25,2.4,Petrol,2011,full,Feb
Volkswagen,Touareg,18950,crossover,149,3,Diesel,2008,full,Mar
Infiniti,FX 35,12900,hatch,145,3.5,Gas,2003,full,Apr
Volkswagen,Caddy ïàññ.,12900,van,127,1.6,Diesel,2011,front,May
Toyota,Camry,22900,sedan,60,2.5,Petrol,2012,front,Jun
Mitsubishi,Lancer,5999,sedan,150,1.6,Petrol,2005,front,Jul
Mitsubishi,Lancer,5800,sedan,186,1.6,Petrol,2006,front,Aug
Mazda,6,7950,sedan,140,2,Other,2006,front,Sep
Mercedes-Benz,Vito ïàññ.,14000,other,144,2.2,Diesel,2009,rear,Oct
Mitsubishi,Lancer,2300,sedan,523,1.8,Diesel,1989,front,Nov
Ford,Mondeo,1850,sedan,200,2.5,Petrol,2001,front,Dec
Mercedes-Benz,Vito ïàññ.,14800,van,139,3,Diesel,2008,rear,Jan
BMW,730,4700,sedan,333,3,Petrol,1994,rear,Feb
Mercedes-Benz,E-Class,11300,sedan,363,3.2,Gas,2004,rear,Mar
Ford,Mondeo,6099,sedan,220,1.8,Gas,2002,front,Apr
Renault,Kangoo ïàññ.,8100,crossover,90,1.9,Diesel,2005,full,May
Subaru,Tribeca,11700,crossover,170,3,Petrol,2006,full,Jun
Volkswagen,Passat B6,10800,sedan,100,1.8,Petrol,2008,front,Jul
Mercedes-Benz,Vito ãðóç.,11900,van,215,2.2,Diesel,2011,rear,Aug
Fiat,Panda,980,other,260,1,Petrol,1989,front,Sep
Toyota,Rav 4,31000,crossover,86,2.2,Diesel,2014,full,Oct
Toyota,Rav 4,8800,crossover,205,2,Petrol,2002,full,Nov
Mercedes-Benz,Vito ïàññ.,8700,van,290,2.2,Diesel,2005,rear,Dec
Mitsubishi,Lancer,7200,sedan,102,1.6,Petrol,2007,front,Jan
Volkswagen,T6 (Transporter) ãðóç,12499,other,184,2,Diesel,2012,front,Feb
Mercedes-Benz,E-Class,1200,sedan,240,2.4,Petrol,1999,rear,Mar
Mercedes-Benz,Vito ãðóç.,11499,other,157,2.2,Diesel,2012,rear,Apr
Nissan,Navara,14500,other,187,2.5,Diesel,2008,full,May
Mercedes-Benz,E-Class,28500,sedan,148,2.2,Diesel,2011,rear,Jun
Hyundai,i30,12800,hatch,19,1.4,Petrol,2013,front,Jul
Citroen,C4,14462.65275,hatch,1,1.6,Diesel,2015,front,Aug
Ford,Kuga,25400,crossover,40,2,Diesel,2014,full,Sep
Hyundai,Getz,5100,hatch,108,1.4,Petrol,2007,front,Oct
VAZ,2121,8447.4,crossover,1,1.7,Petrol,2015,full,Nov
Mercedes-Benz,Vito ïàññ.,12800,other,360,2.2,Diesel,2008,rear,Dec
Chery,Tiggo,11111.295,crossover,1,1.6,Petrol,2016,front,Jan
Mercedes-Benz,E-Class,12100,sedan,310,2.2,Diesel,2005,rear,Feb
Audi,Q7,41000,crossover,88,4.2,Diesel,2010,full,Mar
Mitsubishi,L 200,25342.2,other,1,2.5,Diesel,2016,full,Apr
Chevrolet,Niva,10577.775,crossover,1,1.7,Petrol,2015,full,May
Volkswagen,Passat B6,9250,sedan,200,2,Diesel,2007,front,Jun
Citroen,Berlingo ïàññ.,5000,van,194,1.9,Diesel,2005,front,Jul
Mazda,CX-7,12950,crossover,65,2.3,Petrol,2008,full,Aug
Hyundai,Accent,9300,sedan,98,1.4,Petrol,2011,front,Sep
Peugeot,308,16042.65,hatch,1,1.6,Diesel,2015,front,Oct
Mercedes-Benz,GL 350,68700,crossover,980,3,Diesel,2013,full,Nov
Hyundai,Accent,6300,sedan,164,1.6,Gas,2008,front,Dec
Land Rover,Range Rover Sport,72000,crossover,45,5,Petrol,2013,full,Jan
Mercedes-Benz,C-Class,4700,sedan,1,1.8,Petrol,1996,rear,Feb
Rover,Range Rover,38500,crossover,55,2.3,Petrol,2013,full,Mar
Mercedes-Benz,S 320,12950,sedan,313,3.2,Diesel,2003,rear,Apr
Mazda,CX-7,12400,crossover,148,2.3,Petrol,2008,full,May
Volkswagen,Jetta,15900,sedan,77,1.4,Petrol,2012,front,Jun
Audi,A6,4300,sedan,340,2.4,Gas,1998,full,Jul
BMW,520,36900,sedan,17,2,Petrol,2013,rear,Aug
Honda,Civic,21800,sedan,117.5,1.6,Petrol,2016,front,Sep
Honda,Pilot,19499,crossover,144,3.5,Petrol,2008,full,Oct
Ford,Mondeo,1100,sedan,301,1.8,Diesel,1998,front,Nov
Kia,Magentis,10200,sedan,112,2,Gas,2008,front,Dec
SsangYong,Rexton,9000,crossover,205,2.9,Diesel,2002,full,Jan
Hyundai,Accent,6300,sedan,76,1.44,Petrol,2010,front,Feb
Audi,Q7,75000,crossover,119,3,Diesel,2015,full,Mar
Kia,Rio,11800,sedan,44,1.4,Gas,2014,front,Apr
Volkswagen,Jetta,13000,sedan,118,1.6,Gas,2008,front,May
Volkswagen,Jetta,9000,sedan,178,1.9,Diesel,2009,front,Jun
Daewoo,Lanos,4700,sedan,86,1.4,Gas,2008,front,Jul
VAZ,2103,2000,sedan,49,1.3,Petrol,1974,rear,Aug
Renault,Symbol,4900,sedan,90,1.4,Gas,2008,front,Sep
Opel,Vivaro ãðóç.,11200,van,180,2,Diesel,2012,front,Oct
Toyota,Avensis,8800,sedan,165,1.8,Petrol,2007,front,Nov
Daewoo,Lanos,3200,sedan,75,1.4,Petrol,2008,front,Dec
Chevrolet,Epica,8700,sedan,93,2,Gas,2010,front,Jan
Nissan,Juke,11500,crossover,78,1.6,Petrol,2011,front,Feb
Volkswagen,Sharan,17900,van,92,1.4,Petrol,2012,front,Mar
Volkswagen,Touran,7999,van,210,1.6,Gas,2004,front,Apr
Mazda,Xedos 6,3200,sedan,217,2,Petrol,1993,front,May
Mercedes-Benz,GLS 350,129999,crossover,1,2.99,Diesel,2016,full,Jun
Ford,Transit Connect ãðóç.,7300,other,130,1.8,Diesel,2011,front,Jul
Opel,Insignia,12500,sedan,140,1.4,Petrol,2012,front,Aug
Audi,Q7,92222,crossover,119,3,Diesel,2016,full,Sep
Bentley,Bentayga,449999,crossover,1,6,Petrol,2016,full,Oct
Ford,Mondeo,2300,sedan,240,2,Diesel,2001,front,Nov
Toyota,Corolla,8600,sedan,126,1.6,Petrol,2008,front,Dec
Toyota,Camry,14900,other,175,3.5,Gas,2008,front,Jan
Nissan,X-Trail,10500,crossover,155,2.5,Gas,2007,full,Feb
Mitsubishi,Lancer,7500,sedan,94,1.6,Petrol,2007,front,Mar
Toyota,Land Cruiser 200,41900,crossover,89,4.5,Diesel,2012,full,Apr
Mercedes-Benz,C-Class,24500,other,77,1.8,Petrol,2011,rear,May
Mercedes-Benz,C-Class,17500,vagon,113,2.2,Diesel,2010,rear,Jun
Volkswagen,Passat B7,17900,vagon,115,1.8,Petrol,2012,front,Jul
Mercedes-Benz,E-Class,9999,sedan,250,2.2,Diesel,2000,rear,Aug
Volkswagen,Jetta,9600,sedan,185,1.6,Gas,2008,front,Sep
Hummer,H2,39500,other,110,6,Gas,2007,full,Oct
Mercedes-Benz,E-Class,9999,sedan,322,2.7,Diesel,2000,rear,Nov
Mercedes-Benz,Vito ïàññ.,16500,van,152,2.2,Diesel,2012,rear,Dec
Mazda,CX-7,12200,crossover,79,2.3,Petrol,2008,full,Jan
Volkswagen,T5 (Transporter) ïàññ.,13000,van,110,1.9,Diesel,2009,front,Feb
Daewoo,Matiz,3699,hatch,111,0.8,Petrol,2007,front,Mar
Opel,Vivaro ïàññ.,9500,van,180,2,Diesel,2008,front,Apr
Volkswagen,Jetta,1450,other,200,1.8,Gas,1987,front,May
Toyota,Camry,12500,sedan,110,2.4,Gas,2007,front,Jun
Renault,Trafic ïàññ.,10500,van,183,2.5,Diesel,2006,front,Jul
Audi,A6,4000,vagon,300,2.5,Diesel,2001,front,Aug
Volkswagen,Amarok,22800,other,161,2,Diesel,2011,full,Sep
Chevrolet,Lacetti,6500,vagon,116,1.8,Gas,2010,front,Oct
Toyota,Land Cruiser Prado,52500,crossover,43,3,Other,2014,full,Nov
Audi,A4,4000,sedan,263,1.9,Diesel,1996,front,Dec
Chevrolet,Aveo,5600,sedan,168,1.5,Gas,2007,front,Jan
Honda,Civic,10900,sedan,99,1.8,Petrol,2008,front,Feb
Lexus,RX 300,14290,crossover,173,3,Petrol,2004,full,Mar
VAZ,2113,3600,hatch,114,1.6,Gas,2010,front,Apr
Opel,Vivaro ãðóç.,11350,van,177,2,Diesel,2012,front,May
Tesla,Model S,162900,sedan,9,0.6,Other,2016,full,Jun
Opel,Vivaro ïàññ.,14000,van,210,2.5,Diesel,2011,front,Jul
Ford,Scorpio,4100,sedan,205,2,Petrol,1995,rear,Aug
Chrysler,300 C,13800,vagon,76,2.7,Petrol,2009,rear,Sep
Honda,Accord,13700,other,82,2.4,Petrol,2008,front,Oct
BMW,730,7000,sedan,227,3,Diesel,2004,rear,Nov
Kia,Ceed,9200,hatch,125,1.6,Petrol,2008,front,Dec
Chevrolet,Aveo,6150,sedan,102,1.5,Petrol,2008,front,Jan
Toyota,Avensis,12900,sedan,129,1.8,Petrol,2009,front,Feb
Ford,Escort,1300,sedan,250,1.6,Petrol,1988,rear,Mar
Infiniti,QX70,49900,crossover,20,3,Diesel,2015,full,Apr
Mercedes-Benz,E-Class,11500,sedan,180,3.2,Gas,2004,rear,May
Hyundai,Accent,6500,sedan,92,1.4,Petrol,2008,front,Jun
Lexus,RX 350,16000,crossover,195,3.5,Gas,2006,full,Jul
Opel,Vivaro ïàññ.,11700,van,170,2,Other,2008,front,Aug
Mazda,CX-7,12899,crossover,112,6.55,Gas,2008,front,Sep
Mitsubishi,Lancer,1699,hatch,294,1.6,Gas,1992,front,Oct
Chevrolet,Epica,8300,sedan,97,2,Petrol,2010,front,Nov
Ford,Transit ãðóç.,2000,van,320,2.5,Diesel,1996,rear,Dec
Audi,Q7,37000,other,170,3,Diesel,2010,full,Jan
Volkswagen,Passat B7,11600,sedan,169,1.4,Gas,2013,front,Feb
Lexus,RX 350,17600,crossover,157,3.5,Petrol,2006,full,Mar
Chevrolet,Aveo,5400,hatch,142,1.5,Gas,2008,front,Apr
Mercedes-Benz,E-Class,12300,sedan,300,2.2,Diesel,2003,rear,May
Citroen,C3,5500,hatch,108,1.4,Petrol,2005,front,Jun
Volkswagen,Passat B6,10750,other,67,1.8,Other,2008,front,Jul
Opel,Vectra B,4250,hatch,228,2,Petrol,1996,front,Aug
Lexus,GX,27000,crossover,150,4.7,Gas,2007,full,Sep
Hyundai,Tucson,9900,crossover,168,2,Gas,2007,full,Oct
BMW,520,4599,sedan,267,2,Gas,1991,rear,Nov
Toyota,Mark II,4000,sedan,243,2,Gas,1987,rear,Dec
Mercedes-Benz,Vito ïàññ.,14200,van,180,2.2,Diesel,2007,rear,Jan
Skoda,Superb,8100,sedan,196,1.8,Petrol,2005,front,Feb
Mitsubishi,Galant,3149.25,hatch,330,2,Gas,1993,front,Mar
Daewoo,Sens,4500,sedan,35,1.3,Gas,2013,front,Apr
Skoda,Fabia,5200,hatch,183,1.2,Gas,2006,front,May
Volkswagen,Passat B5,6900,sedan,256,1.8,Petrol,2002,front,Jun
Toyota,Venza,44700,crossover,120,3.5,Petrol,2013,full,Jul
Mercedes-Benz,E-Class,4000,sedan,370,3.2,Diesel,2002,rear,Aug
Volkswagen,Caddy ïàññ.,10200,van,137,1.9,Diesel,2008,front,Sep
Opel,Vectra A,3900,sedan,389,2,Gas,1995,front,Oct
Nissan,Micra,5000,other,125,1.2,Petrol,2006,front,Nov
Renault,Trafic ãðóç.,7500,other,440,2,Diesel,2008,front,Dec
Skoda,Fabia,6000,hatch,100,1.2,Petrol,2008,front,Jan
BMW,730,8200,sedan,368,3,Diesel,2000,rear,Feb
Toyota,Land Cruiser Prado,18200,crossover,146,2.7,Gas,2006,full,Mar
Audi,Q7,23000,crossover,240,4.2,Petrol,2007,full,Apr
Nissan,TIIDA,8500,hatch,81,1.6,Petrol,2008,front,May
Volkswagen,Polo,9500,hatch,29,1.4,Petrol,2014,front,Jun
Seat,Leon,7350,hatch,205,1.77,Gas,2005,front,Jul
Kia,Rio,10700,sedan,38,1.4,Petrol,2013,front,Aug
Chevrolet,Aveo,4500,hatch,185,1.5,Gas,2004,front,Sep
Volkswagen,Touareg,41000,crossover,180,3,Diesel,2013,full,Oct
Mitsubishi,Pajero Sport,12900,crossover,148,3,Gas,2008,full,Nov
Volkswagen,Polo,12114.34965,sedan,87,1.6,Petrol,2016,front,Dec
Peugeot,Partner ïàññ.,9600,van,150,1.6,Diesel,2010,front,Jan
Volkswagen,Passat B7,20350,vagon,111,2,Diesel,2012,front,Feb
Land Rover,Freelander,3500,crossover,200,2.5,Petrol,2003,full,Mar
Skoda,Octavia A5,8300,sedan,165,2,Petrol,2006,front,Apr
GAZ,31105,3800,sedan,144,2.3,Petrol,2008,rear,May
BMW,5 Series GT,32500,other,86,3,Petrol,2010,rear,Jun
Chrysler,PT Cruiser,12500,sedan,27,2.4,Petrol,2006,front,Jul
Citroen,Jumper ãðóç.,6500,van,237,2.2,Diesel,2007,front,Aug
Tesla,Model S,82300,sedan,17,0.6,Other,2014,rear,Sep
Mazda,323,1300,sedan,274,1.5,Petrol,1995,front,Oct
Honda,Accord,15200,sedan,159,2.4,Gas,2008,front,Nov
Skoda,Fabia,7900,hatch,132,1.4,Gas,2008,front,Dec
Honda,Accord,20999,sedan,74,2.4,Petrol,2011,front,Jan
Volkswagen,T5 (Transporter) ïàññ.,8300,other,151,2,Petrol,2005,front,Feb
Opel,Astra F,3230,sedan,280,1.6,Other,1994,front,Mar
Citroen,C4,13600,hatch,128,1.6,Diesel,2012,front,Apr
Mercedes-Benz,Vito ïàññ.,16900,van,180,3,Diesel,2008,rear,May
VAZ,1119,3500,hatch,97,1.6,Petrol,2008,front,Jun
Toyota,Rav 4,15500,crossover,43,2.2,Diesel,2013,full,Jul
Nissan,Qashqai,25982.7945,crossover,70,1.6,Diesel,2016,front,Aug
BMW,525,8900,sedan,250,2.5,Diesel,2001,rear,Sep
Mercedes-Benz,Vito ïàññ.,11500,van,209,2.2,Diesel,2008,rear,Oct
VAZ,2112,4000,hatch,92,1.6,Gas,2006,front,Nov
Lexus,RX 300,14000,crossover,182,3,Petrol,2003,full,Dec
Hyundai,Sonata,18200,sedan,35,2.4,Petrol,2011,front,Jan
Renault,Kangoo ãðóç.,5950,van,135,1.5,Diesel,2012,front,Feb
Audi,A6,2600,vagon,110,2.5,Diesel,2002,front,Mar
Opel,Vivaro ãðóç.,10800,van,108,2,Diesel,2012,front,Apr
Mercedes-Benz,S 500,24990,other,24,4.7,Petrol,2014,full,May
BMW,520,27800,sedan,170,2,Diesel,2011,rear,Jun
Mercedes-Benz,Vito ïàññ.,8000,van,293,2.25,Diesel,1999,front,Jul
Volkswagen,Touareg,21000,crossover,173,3,Diesel,2008,full,Aug
Opel,Vivaro ïàññ.,10300,other,202,2,Diesel,2008,front,Sep
BMW,320,10999,sedan,150,2,Gas,2003,rear,Oct
Lexus,RX 300,14900,crossover,180,3,Gas,2004,full,Nov
Ford,Fusion,6900,hatch,139,1.4,Petrol,2011,front,Dec
Toyota,Auris,12950,hatch,28,1.6,Petrol,2014,front,Jan
Mitsubishi,Lancer X,8500,other,135,1.5,Gas,2008,front,Feb
BMW,520,24700,vagon,142,2,Diesel,2012,rear,Mar
Volkswagen,Golf V,9200,hatch,127,1.6,Petrol,2007,front,Apr
Mercedes-Benz,Vito ïàññ.,8100,van,330,2.2,Diesel,2001,front,May
Toyota,Land Cruiser Prado,42500,crossover,50,3,Diesel,2012,full,Jun
Nissan,Sentra,18421.26,sedan,0.5,1.6,Petrol,2015,front,Jul
BMW,520,31000,sedan,100,2,Petrol,2012,rear,Aug
Renault,Scenic,5750,crossover,225,2,Gas,2003,full,Sep
Mercedes-Benz,ML 500,20000,crossover,251,5,Gas,2002,full,Oct
Mercedes-Benz,ML 350,33800,crossover,120,3,Diesel,2010,full,Nov
Peugeot,RCZ,21900,other,17,1.6,Petrol,2011,front,Dec
VAZ,2115,3750,sedan,100,1.5,Petrol,2008,front,Jan
Skoda,Yeti,16000,crossover,40,1.8,Petrol,2013,full,Feb
Chevrolet,Camaro,35000,other,15,3.6,Petrol,2012,rear,Mar
Skoda,Superb,9600,sedan,58,1.8,Petrol,2008,front,Apr
Audi,A6,19990,sedan,127,2.8,Petrol,2010,full,May
Mercedes-Benz,Vito ïàññ.,13899,hatch,232,3,Diesel,2007,rear,Jun
Fiat,Grande Punto,6000,hatch,145,1.6,Petrol,2006,front,Jul
Subaru,Outback,16799,vagon,90,2.5,Other,2011,full,Aug
BMW,X5,21600,crossover,200,4.8,Other,2007,full,Sep
Nissan,Maxima,6999,sedan,230,3,Petrol,2004,front,Oct
Mitsubishi,Lancer,7000,sedan,133,1.6,Petrol,2008,front,Nov
Mercedes-Benz,S 500,11700,sedan,246,5,Petrol,2004,full,Dec
Mercedes-Benz,GL 350,63000,crossover,160,3,Diesel,2013,full,Jan
Volkswagen,Multivan,28000,van,163,2,Diesel,2010,full,Feb
Renault,Trafic ïàññ.,7450,other,208,1.9,Other,2004,front,Mar
VAZ,2107,1700,sedan,82,1.5,Petrol,2004,rear,Apr
Ford,Scorpio,1550,hatch,285,2,Gas,1988,rear,May
Mercedes-Benz,GLS 63,195000,crossover,2,5.5,Petrol,2016,full,Jun
Volkswagen,Passat CC,38764,sedan,86.5,2,Diesel,2014,front,Jul
Mercedes-Benz,Sprinter 313 ïàññ.,12500,van,386,2.2,Diesel,2008,rear,Aug
Toyota,Land Cruiser Prado,17800,crossover,220,3,Diesel,2004,full,Sep
Mitsubishi,Lancer X,8400,sedan,250,2,Petrol,2007,front,Oct
Toyota,Hilux,38233,other,4,2.4,Diesel,2016,full,Nov
Toyota,Venza,24400,crossover,33,2.7,Gas,2012,full,Dec
Opel,Omega,4500,sedan,369,2,Gas,1995,rear,Jan
Audi,A4,16400,vagon,152,2,Diesel,2011,front,Feb
Land Rover,Freelander,21000,crossover,136,2.2,Diesel,2010,full,Mar
Nissan,Note,8800,hatch,73,1.4,Petrol,2013,front,Apr
Volkswagen,Golf V,7800,hatch,230,1.6,Petrol,2004,front,May
Volkswagen,Multivan,35900,van,132,2,Diesel,2011,full,Jun
Volkswagen,T4 (Transporter) ïàññ.,11200,van,200,2.5,Diesel,2003,full,Jul
BMW,530,14200,sedan,263,3,Petrol,2004,rear,Aug
Jeep,Wrangler,12500,crossover,125,2.5,Petrol,1994,full,Sep
Volkswagen,Tiguan,16900,crossover,145,1.4,Petrol,2011,full,Oct
VAZ,2104,1800,vagon,3,1.5,Petrol,1987,rear,Nov
BMW,X6,30500,hatch,110,4.4,Petrol,2008,full,Dec
Renault,Trafic ïàññ.,10700,van,265,2,Diesel,2007,front,Jan
Renault,Logan,8750,vagon,46,1.6,Petrol,2012,front,Feb
Hyundai,Accent,11500,sedan,75,1.6,Petrol,2011,front,Mar
Mercedes-Benz,S 250,55000,sedan,34,2.2,Diesel,2011,rear,Apr
Smart,Fortwo,5600,other,158,0.7,Petrol,2006,rear,May
ZAZ,Forza,5000,hatch,32,1.5,Gas,2012,front,Jun
Volkswagen,Passat B6,12000,vagon,187,2,Diesel,2008,front,Jul
Mercedes-Benz,S 320,15500,sedan,270,3.2,Diesel,2007,rear,Aug
Chevrolet,Epica,8200,sedan,140,2,Petrol,2007,front,Sep
Chevrolet,Aveo,6000,sedan,128,1.5,Petrol,2008,front,Oct
Hyundai,Tucson,28400,crossover,1,2,Petrol,2016,full,Nov
BMW,X5,18400,crossover,256,3,Diesel,2006,full,Dec
Daewoo,Lanos,3800,sedan,170,1.5,Gas,2007,front,Jan
Hyundai,Elantra,17500,sedan,60,1.8,Petrol,2013,front,Feb
Chevrolet,Aveo,6950,sedan,88,1.5,Gas,2011,front,Mar
Volkswagen,Passat B6,12999,vagon,95,1.6,Diesel,2010,front,Apr
Opel,Insignia,12750,sedan,119,1.8,Gas,2010,front,May
Ford,Scorpio,3800,hatch,460,2.9,Gas,1993,rear,Jun
Kia,Cerato,7500,sedan,118,2,Gas,2008,front,Jul
BMW,640,85555,sedan,10,3,Diesel,2015,full,Aug
Volkswagen,Passat B5,10200,sedan,280,1.8,Petrol,2006,front,Sep
Volkswagen,Tiguan,22000,crossover,98,2,Diesel,2013,full,Oct
Mitsubishi,Pajero Sport,9700,crossover,45,2.67,Other,2001,full,Nov
Renault,Scenic,8500,van,157,1.5,Diesel,2013,front,Dec
Volkswagen,Caddy ãðóç.,8950,van,158,1.6,Diesel,2012,front,Jan
Kia,Rio,13000,sedan,64,1.6,Gas,2013,front,Feb
Daewoo,Lanos,3100,sedan,90,1.5,Petrol,2005,front,Mar
Audi,A6,16500,vagon,171,2,Diesel,2008,front,Apr
Renault,25,999,sedan,430,2,Gas,1988,front,May
Hyundai,Accent,9200,sedan,100,1.44,Gas,2011,front,Jun
Mitsubishi,Pajero Sport,21000,crossover,98,2.5,Diesel,2011,full,Jul
Audi,A6,2450,vagon,325,2.5,Diesel,2000,front,Aug
Toyota,Camry,14900,sedan,110,3.5,Petrol,2008,front,Sep
Daewoo,Matiz,3000,hatch,88,0.8,Petrol,2010,front,Oct
Jaguar,XF,27500,sedan,102,3,Petrol,2012,rear,Nov
Audi,A6,4700,sedan,400,2.6,Petrol,1996,front,Dec
BMW,316,1950,sedan,162,1.6,Petrol,1995,rear,Jan
Audi,A6,21700,sedan,167,3,Petrol,2009,full,Feb
Mercedes-Benz,GL 320,36000,crossover,162,3,Diesel,2009,full,Mar
Volkswagen,Passat CC,16700,sedan,175,2,Petrol,2011,front,Apr
Volkswagen,Polo,1500,sedan,255,1.9,Diesel,1998,front,May
Hyundai,Accent,6300,sedan,163,1.5,Diesel,2008,front,Jun
Seat,Leon,19500,sedan,20,1.4,Petrol,2015,front,Jul
Ford,Fusion,6400,hatch,140,1.6,Diesel,2006,front,Aug
Volvo,XC60,20999,crossover,165,3,Petrol,2008,full,Sep
Audi,A6,2650,vagon,333,2.5,Diesel,2000,front,Oct
Ford,Fusion,6900,vagon,150,1.4,Gas,2008,front,Nov
Skoda,Octavia A5,12700,sedan,125,1.8,Petrol,2011,front,Dec
Volkswagen,Passat CC,18500,sedan,74,1.8,Petrol,2011,front,Jan
VAZ,2121,3199,other,127,1.7,Petrol,2008,full,Feb
Daewoo,Lanos,4350,sedan,37,1.5,Gas,2009,front,Mar
Volkswagen,Polo,16000,hatch,26,1.2,Petrol,2014,front,Apr
Mitsubishi,Lancer X,8200,sedan,139,1.5,Other,2012,front,May
Skoda,Fabia,6600,hatch,86,1.4,Petrol,2008,front,Jun
Kia,Sportage,4350,crossover,199,2,Gas,1997,full,Jul
Hyundai,Sonata,8000,sedan,193,2,Gas,2007,front,Aug
Volkswagen,Polo,8499,sedan,101,1.6,Petrol,2012,front,Sep
Toyota,Tundra,32950,other,50,5.7,Petrol,2013,full,Oct
Daewoo,Lanos,4650,sedan,63,1.5,Petrol,2007,front,Nov
Hyundai,Accent,6999,sedan,91,1.4,Petrol,2008,front,Dec
Daewoo,Lanos,4700,sedan,68,1.5,Gas,2007,front,Jan
Mercedes-Benz,ML 320,9999,crossover,300,3.2,Petrol,1998,full,Feb
Audi,A6 Allroad,2200,vagon,280,2.5,Diesel,2002,full,Mar
Daewoo,Lanos,2950,sedan,212,1.5,Petrol,2006,front,Apr
Opel,Astra H,6400,hatch,163,1.6,Petrol,2005,front,May
Mitsubishi,Lancer X,12500,other,48,1.6,Petrol,2012,front,Jun
Daewoo,Lanos,4200,sedan,117,1.5,Petrol,2007,front,Jul
Toyota,Corolla,2350,hatch,211,1.3,Petrol,1987,front,Aug
Suzuki,Grand Vitara,10200,vagon,127,2,Petrol,2007,full,Sep
Chevrolet,Cruze,12300,hatch,670,1.8,Gas,2013,front,Oct
Toyota,Land Cruiser 200,89000,crossover,61,4.5,Diesel,2011,full,Nov
Opel,Combo ïàññ.,5000,van,190,1.3,Diesel,2005,front,Dec
Skoda,Octavia A5,8500,hatch,147,1.6,Petrol,2005,front,Jan
Volkswagen,Passat B5,8899,vagon,198,1.9,Other,2004,front,Feb
Citroen,Nemo ãðóç.,6200,van,150,1.3,Diesel,2012,front,Mar
Skoda,Fabia,7500,hatch,90,1.4,Petrol,2011,front,Apr
Nissan,Note,7650,van,107,1.6,Gas,2007,front,May
VAZ,2112,3300,hatch,120,1.6,Gas,2007,front,Jun
Opel,Vivaro ãðóç.,10499,other,160,2,Other,2012,front,Jul
Toyota,Corolla,8500,sedan,168,1.6,Petrol,2008,front,Aug
Fiat,Doblo ãðóç.,7700,van,96,1.3,Diesel,2011,front,Sep
BMW,X5,32000,crossover,52,3,Petrol,2012,full,Oct
Kia,Cerato,6900,sedan,92,1.6,Petrol,2007,front,Nov
Renault,Kangoo ïàññ.,6100,vagon,130,3.92,Diesel,2009,front,Dec
Renault,Trafic ãðóç.,10499,other,160,2.03,Diesel,2013,front,Jan
VAZ,2107,950,sedan,97,1.5,Petrol,1993,rear,Feb
Opel,Vivaro ïàññ.,8300,van,145,1.9,Diesel,2006,front,Mar
BMW,520,12799,sedan,181,2.2,Gas,2004,rear,Apr
Daewoo,Lanos,4200,sedan,84,1.5,Petrol,2004,front,May
Volkswagen,Caddy ïàññ.,9750,van,253,1.9,Diesel,2010,front,Jun
Chevrolet,Evanda,5300,sedan,145,2.5,Petrol,2006,front,Jul
Toyota,Land Cruiser Prado,45000,crossover,80,4,Petrol,2013,full,Aug
BMW,X6,44999,crossover,87,3,Diesel,2011,full,Sep
Hyundai,Accent,6400,sedan,85,1.4,Petrol,2009,front,Oct
Daewoo,Lanos,4700,sedan,110,1.5,Gas,2007,front,Nov
Hyundai,Accent,12700,sedan,34,1.6,Petrol,2013,front,Dec
Skoda,Octavia A7,23500,sedan,70,2,Diesel,2013,front,Jan
Opel,Vivaro ïàññ.,8500,van,230,1.9,Diesel,2004,front,Feb
BMW,520,15500,sedan,89,2,Diesel,2012,rear,Mar
Nissan,Note,8500,van,104,1.4,Petrol,2010,front,Apr
Skoda,Fabia,5500,hatch,85,1.2,Petrol,2007,front,May
Renault,Trafic ïàññ.,7200,van,285,1.9,Diesel,2002,front,Jun
BMW,330,3500,vagon,280,3,Diesel,2001,full,Jul
Daewoo,Lanos,2200,sedan,200,1.5,Petrol,2003,front,Aug
Skoda,Fabia,5200,sedan,160,1.2,Petrol,2006,front,Sep
Renault,Kangoo ïàññ.,6700,van,216,1.5,Diesel,2010,front,Oct
Renault,Megane,10900,vagon,175,1.5,Diesel,2012,front,Nov
Skoda,Octavia A7,19800,hatch,160,2,Diesel,2013,front,Dec
Mitsubishi,Lancer X,7500,sedan,140,1.5,Petrol,2007,front,Jan
Daewoo,Lanos,1350,sedan,225,1.49,Gas,1998,front,Feb
Ford,Focus,10400,sedan,198,1.6,Gas,2008,front,Mar
Nissan,X-Trail,21500,crossover,72,2,Diesel,2013,full,Apr
Skoda,Fabia,7450,vagon,118,1.4,Petrol,2008,front,May
Audi,A8,24500,sedan,122,4,Diesel,2008,full,Jun
